"Plot Title: RUT_JO_W3_20632238"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 20632238, SEN S/N: 20632238)","Temp, °F (LGR S/N: 20632238, SEN S/N: 20632238)","Coupler Detached (LGR S/N: 20632238)","Coupler Attached (LGR S/N: 20632238)","Host Connected (LGR S/N: 20632238)","End Of File (LGR S/N: 20632238)"
1,12/15/23 03:00:00 PM,15.0065,46.908,Logged,,,
2,12/15/23 03:15:00 PM,15.0046,46.728,,,,
3,12/15/23 03:30:00 PM,15.0062,46.728,,,,
4,12/15/23 03:45:00 PM,15.0031,46.728,,,,
5,12/15/23 04:00:00 PM,15.0031,46.728,,,,
6,12/15/23 04:15:00 PM,15.0046,46.728,,,,
7,12/15/23 04:30:00 PM,15.0046,46.728,,,,
8,12/15/23 04:45:00 PM,15.0078,46.728,,,,
9,12/15/23 05:00:00 PM,15.0108,46.728,,,,
10,12/15/23 05:15:00 PM,15.0092,46.728,,,,
11,12/15/23 05:30:00 PM,15.0139,46.728,,,,
12,12/15/23 05:45:00 PM,15.0139,46.728,,,,
13,12/15/23 06:00:00 PM,15.0169,46.728,,,,
14,12/15/23 06:15:00 PM,15.0169,46.728,,,,
15,12/15/23 06:30:00 PM,15.0185,46.728,,,,
16,12/15/23 06:45:00 PM,15.0216,46.728,,,,
17,12/15/23 07:00:00 PM,15.0246,46.728,,,,
18,12/15/23 07:15:00 PM,15.0246,46.728,,,,
19,12/15/23 07:30:00 PM,15.0246,46.728,,,,
20,12/15/23 07:45:00 PM,15.0230,46.728,,,,
21,12/15/23 08:00:00 PM,15.0246,46.728,,,,
22,12/15/23 08:15:00 PM,15.0246,46.728,,,,
23,12/15/23 08:30:00 PM,15.0261,46.728,,,,
24,12/15/23 08:45:00 PM,15.0261,46.728,,,,
25,12/15/23 09:00:00 PM,15.0246,46.728,,,,
26,12/15/23 09:15:00 PM,15.0246,46.728,,,,
27,12/15/23 09:30:00 PM,15.0230,46.728,,,,
28,12/15/23 09:45:00 PM,15.0246,46.728,,,,
29,12/15/23 10:00:00 PM,15.0261,46.728,,,,
30,12/15/23 10:15:00 PM,15.0261,46.728,,,,
31,12/15/23 10:30:00 PM,15.0216,46.728,,,,
32,12/15/23 10:45:00 PM,15.0216,46.728,,,,
33,12/15/23 11:00:00 PM,15.0185,46.728,,,,
34,12/15/23 11:15:00 PM,15.0216,46.728,,,,
35,12/15/23 11:30:00 PM,15.0246,46.728,,,,
36,12/15/23 11:45:00 PM,15.0216,46.728,,,,
37,12/16/23 12:00:00 AM,15.0246,46.728,,,,
38,12/16/23 12:15:00 AM,15.0246,46.728,,,,
39,12/16/23 12:30:00 AM,15.0230,46.728,,,,
40,12/16/23 12:45:00 AM,15.0216,46.728,,,,
41,12/16/23 01:00:00 AM,15.0153,46.728,,,,
42,12/16/23 01:15:00 AM,15.0139,46.728,,,,
43,12/16/23 01:30:00 AM,15.0153,46.728,,,,
44,12/16/23 01:45:00 AM,15.0139,46.728,,,,
45,12/16/23 02:00:00 AM,15.0139,46.728,,,,
46,12/16/23 02:15:00 AM,15.0153,46.728,,,,
47,12/16/23 02:30:00 AM,15.0153,46.728,,,,
48,12/16/23 02:45:00 AM,15.0139,46.728,,,,
49,12/16/23 03:00:00 AM,15.0139,46.728,,,,
50,12/16/23 03:15:00 AM,15.0139,46.728,,,,
51,12/16/23 03:30:00 AM,15.0108,46.728,,,,
52,12/16/23 03:45:00 AM,15.0092,46.728,,,,
53,12/16/23 04:00:00 AM,15.0046,46.728,,,,
54,12/16/23 04:15:00 AM,15.0046,46.728,,,,
55,12/16/23 04:30:00 AM,15.0031,46.728,,,,
56,12/16/23 04:45:00 AM,15.0031,46.728,,,,
57,12/16/23 05:00:00 AM,15.0031,46.728,,,,
