"Plot Title: RUT_JO_W2_20822634"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 20822634, SEN S/N: 20822634)","Temp, °F (LGR S/N: 20822634, SEN S/N: 20822634)","Coupler Detached (LGR S/N: 20822634)","Coupler Attached (LGR S/N: 20822634)","Host Connected (LGR S/N: 20822634)","End Of File (LGR S/N: 20822634)"
1,12/15/23 02:00:00 PM,15.7830,52.050,Logged,,,
2,12/15/23 02:15:00 PM,15.7818,51.346,,,,
3,12/15/23 02:30:00 PM,15.7775,51.346,,,,
4,12/15/23 02:45:00 PM,15.7760,51.346,,,,
5,12/15/23 03:00:00 PM,15.7746,51.346,,,,
6,12/15/23 03:15:00 PM,15.7702,51.346,,,,
7,12/15/23 03:30:00 PM,15.7731,51.346,,,,
8,12/15/23 03:45:00 PM,15.7717,51.346,,,,
9,12/15/23 04:00:00 PM,15.7688,51.346,,,,
10,12/15/23 04:15:00 PM,15.7702,51.346,,,,
11,12/15/23 04:30:00 PM,15.7717,51.346,,,,
12,12/15/23 04:45:00 PM,15.7731,51.346,,,,
13,12/15/23 05:00:00 PM,15.7746,51.346,,,,
14,12/15/23 05:15:00 PM,15.7731,51.346,,,,
15,12/15/23 05:30:00 PM,15.7731,51.346,,,,
16,12/15/23 05:45:00 PM,15.7731,51.346,,,,
17,12/15/23 06:00:00 PM,15.7775,51.346,,,,
18,12/15/23 06:15:00 PM,15.7760,51.346,,,,
19,12/15/23 06:30:00 PM,15.7760,51.346,,,,
20,12/15/23 06:45:00 PM,15.7760,51.346,,,,
21,12/15/23 07:00:00 PM,15.7804,51.346,,,,
22,12/15/23 07:15:00 PM,15.7789,51.346,,,,
23,12/15/23 07:30:00 PM,15.7775,51.346,,,,
24,12/15/23 07:45:00 PM,15.7775,51.346,,,,
25,12/15/23 08:00:00 PM,15.7775,51.346,,,,
26,12/15/23 08:15:00 PM,15.7775,51.346,,,,
27,12/15/23 08:30:00 PM,15.7789,51.346,,,,
28,12/15/23 08:45:00 PM,15.7775,51.346,,,,
29,12/15/23 09:00:00 PM,15.7775,51.346,,,,
30,12/15/23 09:15:00 PM,15.7775,51.346,,,,
31,12/15/23 09:30:00 PM,15.7746,51.346,,,,
32,12/15/23 09:45:00 PM,15.7760,51.346,,,,
33,12/15/23 10:00:00 PM,15.7818,51.346,,,,
34,12/15/23 10:15:00 PM,15.7775,51.346,,,,
35,12/15/23 10:30:00 PM,15.7731,51.346,,,,
36,12/15/23 10:45:00 PM,15.7717,51.346,,,,
37,12/15/23 11:00:00 PM,15.7731,51.346,,,,
38,12/15/23 11:15:00 PM,15.7731,51.346,,,,
39,12/15/23 11:30:00 PM,15.7760,51.346,,,,
40,12/15/23 11:45:00 PM,15.7746,51.346,,,,
41,12/16/23 12:00:00 AM,15.7760,51.346,,,,
42,12/16/23 12:15:00 AM,15.7789,51.346,,,,
43,12/16/23 12:30:00 AM,15.7760,51.346,,,,
44,12/16/23 12:45:00 AM,15.7717,51.346,,,,
45,12/16/23 01:00:00 AM,15.7688,51.346,,,,
46,12/16/23 01:15:00 AM,15.7644,51.346,,,,
47,12/16/23 01:30:00 AM,15.7673,51.346,,,,
48,12/16/23 01:45:00 AM,15.7673,51.346,,,,
49,12/16/23 02:00:00 AM,15.7659,51.346,,,,
50,12/16/23 02:15:00 AM,15.7688,51.346,,,,
51,12/16/23 02:30:00 AM,15.7673,51.346,,,,
52,12/16/23 02:45:00 AM,15.7659,51.346,,,,
53,12/16/23 03:00:00 AM,15.7644,51.346,,,,
54,12/16/23 03:15:00 AM,15.7659,51.346,,,,
55,12/16/23 03:30:00 AM,15.7644,51.346,,,,
56,12/16/23 03:45:00 AM,15.7630,51.346,,,,
57,12/16/23 04:00:00 AM,15.7572,51.346,,,,
58,12/16/23 04:15:00 AM,15.7557,51.346,,,,
59,12/16/23 04:30:00 AM,15.7586,51.346,,,,
60,12/16/23 04:45:00 AM,15.7557,51.346,,,,
61,12/16/23 05:00:00 AM,15.7557,51.346,,,,
62,12/16/23 05:15:00 AM,15.7572,51.346,,,,
63,12/16/23 05:30:00 AM,15.7543,51.346,,,,
64,12/16/23 05:45:00 AM,15.7528,51.346,,,,
65,12/16/23 06:00:00 AM,15.7514,51.346,,,,
66,12/16/23 06:15:00 AM,15.7514,51.346,,,,
67,12/16/23 06:30:00 AM,15.7528,51.346,,,,
68,12/16/23 06:45:00 AM,15.7514,51.346,,,,
69,12/16/23 07:00:00 AM,15.7528,51.346,,,,
70,12/16/23 07:15:00 AM,15.7499,51.346,,,,
71,12/16/23 07:30:00 AM,15.7499,51.346,,,,
72,12/16/23 07:45:00 AM,15.7525,51.172,,,,
73,12/16/23 08:00:00 AM,15.7525,51.172,,,,
74,12/16/23 08:15:00 AM,15.7584,51.172,,,,
75,12/16/23 08:30:00 AM,15.7598,51.172,,,,
76,12/16/23 08:45:00 AM,15.7613,51.172,,,,
77,12/16/23 09:00:00 AM,15.7627,51.172,,,,
78,12/16/23 09:15:00 AM,15.7642,51.172,,,,
79,12/16/23 09:30:00 AM,15.7685,51.172,,,,
80,12/16/23 09:45:00 AM,15.7671,51.172,,,,
81,12/16/23 10:00:00 AM,15.7671,51.172,,,,
82,12/16/23 10:15:00 AM,15.7685,51.172,,,,
83,12/16/23 10:30:00 AM,15.7700,51.172,,,,
84,12/16/23 10:45:00 AM,15.7700,51.172,,,,
85,12/16/23 11:00:00 AM,15.7700,51.172,,,,
86,12/16/23 11:15:00 AM,15.7685,51.172,,,,
87,12/16/23 11:30:00 AM,15.7700,51.172,,,,
88,12/16/23 11:45:00 AM,15.7642,51.172,,,,
89,12/16/23 12:00:00 PM,15.7642,51.172,,,,
90,12/16/23 12:15:00 PM,15.7627,51.172,,,,
91,12/16/23 12:30:00 PM,15.7598,51.172,,,,
92,12/16/23 12:45:00 PM,15.7598,51.172,,,,
93,12/16/23 01:00:00 PM,15.7569,51.172,,,,
94,12/16/23 01:15:00 PM,15.7540,51.172,,,,
95,12/16/23 01:30:00 PM,15.7511,51.172,,,,
96,12/16/23 01:45:00 PM,15.7525,51.172,,,,
97,12/16/23 02:00:00 PM,15.7540,51.172,,,,
98,12/16/23 02:15:00 PM,15.7525,51.172,,,,
99,12/16/23 02:30:00 PM,15.7511,51.172,,,,
100,12/16/23 02:45:00 PM,15.7540,51.172,,,,
101,12/16/23 03:00:00 PM,15.7511,51.172,,,,
102,12/16/23 03:15:00 PM,15.7482,51.172,,,,
103,12/16/23 03:30:00 PM,15.7482,51.172,,,,
104,12/16/23 03:45:00 PM,15.7496,51.172,,,,
105,12/16/23 04:00:00 PM,15.7482,51.172,,,,
106,12/16/23 04:15:00 PM,15.7453,51.172,,,,
107,12/16/23 04:30:00 PM,15.7438,51.172,,,,
108,12/16/23 04:45:00 PM,15.7438,51.172,,,,
109,12/16/23 05:00:00 PM,15.7453,51.172,,,,
110,12/16/23 05:15:00 PM,15.7482,51.172,,,,
111,12/16/23 05:30:00 PM,15.7496,51.172,,,,
112,12/16/23 05:45:00 PM,15.7496,51.172,,,,
113,12/16/23 06:00:00 PM,15.7554,51.172,,,,
114,12/16/23 06:15:00 PM,15.7584,51.172,,,,
115,12/16/23 06:30:00 PM,15.7598,51.172,,,,
116,12/16/23 06:45:00 PM,15.7613,51.172,,,,
117,12/16/23 07:00:00 PM,15.7656,51.172,,,,
118,12/16/23 07:15:00 PM,15.7671,51.172,,,,
119,12/16/23 07:30:00 PM,15.7671,51.172,,,,
120,12/16/23 07:45:00 PM,15.7671,51.172,,,,
121,12/16/23 08:00:00 PM,15.7671,51.172,,,,
122,12/16/23 08:15:00 PM,15.7700,51.172,,,,
123,12/16/23 08:30:00 PM,15.7700,51.172,,,,
124,12/16/23 08:45:00 PM,15.7729,51.172,,,,
125,12/16/23 09:00:00 PM,15.7714,51.172,,,,
126,12/16/23 09:15:00 PM,15.7743,51.172,,,,
127,12/16/23 09:30:00 PM,15.7772,51.172,,,,
128,12/16/23 09:45:00 PM,15.7772,51.172,,,,
129,12/16/23 10:00:00 PM,15.7772,51.172,,,,
130,12/16/23 10:15:00 PM,15.7787,51.172,,,,
131,12/16/23 10:30:00 PM,15.7801,51.172,,,,
132,12/16/23 10:45:00 PM,15.7830,51.172,,,,
133,12/16/23 11:00:00 PM,15.7772,51.172,,,,
134,12/16/23 11:15:00 PM,15.7787,51.172,,,,
135,12/16/23 11:30:00 PM,15.7801,51.172,,,,
136,12/16/23 11:45:00 PM,15.7787,51.172,,,,
137,12/17/23 12:00:00 AM,15.7787,51.172,,,,
138,12/17/23 12:15:00 AM,15.7772,51.172,,,,
139,12/17/23 12:30:00 AM,15.7787,51.172,,,,
140,12/17/23 12:45:00 AM,15.7772,51.172,,,,
141,12/17/23 01:00:00 AM,15.7714,51.172,,,,
142,12/17/23 01:15:00 AM,15.7729,51.172,,,,
143,12/17/23 01:30:00 AM,15.7700,51.172,,,,
144,12/17/23 01:45:00 AM,15.7729,51.172,,,,
145,12/17/23 02:00:00 AM,15.7729,51.172,,,,
146,12/17/23 02:15:00 AM,15.7729,51.172,,,,
147,12/17/23 02:30:00 AM,15.7743,51.172,,,,
148,12/17/23 02:45:00 AM,15.7758,51.172,,,,
149,12/17/23 03:00:00 AM,15.7758,51.172,,,,
150,12/17/23 03:15:00 AM,15.7758,51.172,,,,
151,12/17/23 03:30:00 AM,15.7743,51.172,,,,
152,12/17/23 03:45:00 AM,15.7758,51.172,,,,
153,12/17/23 04:00:00 AM,15.7758,51.172,,,,
154,12/17/23 04:15:00 AM,15.7743,51.172,,,,
155,12/17/23 04:30:00 AM,15.7729,51.172,,,,
156,12/17/23 04:45:00 AM,15.7700,51.172,,,,
157,12/17/23 05:00:00 AM,15.7656,51.172,,,,
158,12/17/23 05:15:00 AM,15.7627,51.172,,,,
159,12/17/23 05:30:00 AM,15.7613,51.172,,,,
160,12/17/23 05:45:00 AM,15.7642,51.172,,,,
161,12/17/23 06:00:00 AM,15.7642,51.172,,,,
162,12/17/23 06:15:00 AM,15.7642,51.172,,,,
163,12/17/23 06:30:00 AM,15.7627,51.172,,,,
164,12/17/23 06:45:00 AM,15.7584,51.172,,,,
165,12/17/23 07:00:00 AM,15.7569,51.172,,,,
166,12/17/23 07:15:00 AM,15.7581,50.995,,,,
