"Plot Title: run_jo_4_20537833"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 20537833, SEN S/N: 20537833)","Temp, °F (LGR S/N: 20537833, SEN S/N: 20537833)","Coupler Detached (LGR S/N: 20537833)","Coupler Attached (LGR S/N: 20537833)","Host Connected (LGR S/N: 20537833)","End Of File (LGR S/N: 20537833)"
1,12/15/23 02:30:00 PM,15.8068,53.100,Logged,,,
2,12/15/23 02:45:00 PM,15.7987,51.346,,,,
3,12/15/23 03:00:00 PM,15.7926,51.172,,,,
4,12/15/23 03:15:00 PM,15.7868,51.172,,,,
5,12/15/23 03:30:00 PM,15.7840,51.172,,,,
6,12/15/23 03:45:00 PM,15.7826,51.172,,,,
7,12/15/23 04:00:00 PM,15.7826,51.172,,,,
8,12/15/23 04:15:00 PM,15.7826,51.172,,,,
9,12/15/23 04:30:00 PM,15.7811,51.172,,,,
10,12/15/23 04:45:00 PM,15.7811,51.172,,,,
11,12/15/23 05:00:00 PM,15.7811,51.172,,,,
12,12/15/23 05:15:00 PM,15.7797,51.172,,,,
13,12/15/23 05:30:00 PM,15.7826,51.172,,,,
14,12/15/23 05:45:00 PM,15.7840,51.172,,,,
15,12/15/23 06:00:00 PM,15.7840,51.172,,,,
16,12/15/23 06:15:00 PM,15.7855,51.172,,,,
17,12/15/23 06:30:00 PM,15.7840,51.172,,,,
18,12/15/23 06:45:00 PM,15.7855,51.172,,,,
19,12/15/23 07:00:00 PM,15.7882,51.172,,,,
20,12/15/23 07:15:00 PM,15.7882,51.172,,,,
21,12/15/23 07:30:00 PM,15.7868,51.172,,,,
22,12/15/23 07:45:00 PM,15.7868,51.172,,,,
23,12/15/23 08:00:00 PM,15.7855,51.172,,,,
24,12/15/23 08:15:00 PM,15.7882,51.172,,,,
25,12/15/23 08:30:00 PM,15.7868,51.172,,,,
26,12/15/23 08:45:00 PM,15.7855,51.172,,,,
27,12/15/23 09:00:00 PM,15.7868,51.172,,,,
28,12/15/23 09:15:00 PM,15.7868,51.172,,,,
29,12/15/23 09:30:00 PM,15.7840,51.172,,,,
30,12/15/23 09:45:00 PM,15.7855,51.172,,,,
31,12/15/23 10:00:00 PM,15.7882,51.172,,,,
32,12/15/23 10:15:00 PM,15.7882,51.172,,,,
33,12/15/23 10:30:00 PM,15.7840,51.172,,,,
34,12/15/23 10:45:00 PM,15.7826,51.172,,,,
35,12/15/23 11:00:00 PM,15.7797,51.172,,,,
36,12/15/23 11:15:00 PM,15.7811,51.172,,,,
37,12/15/23 11:30:00 PM,15.7840,51.172,,,,
38,12/15/23 11:45:00 PM,15.7826,51.172,,,,
39,12/16/23 12:00:00 AM,15.7826,51.172,,,,
40,12/16/23 12:15:00 AM,15.7855,51.172,,,,
41,12/16/23 12:30:00 AM,15.7855,51.172,,,,
42,12/16/23 12:45:00 AM,15.7797,51.172,,,,
43,12/16/23 01:00:00 AM,15.7784,51.172,,,,
44,12/16/23 01:15:00 AM,15.7769,51.172,,,,
45,12/16/23 01:30:00 AM,15.7769,51.172,,,,
46,12/16/23 01:45:00 AM,15.7779,50.995,,,,
47,12/16/23 02:00:00 AM,15.7784,51.172,,,,
48,12/16/23 02:15:00 AM,15.7784,51.172,,,,
49,12/16/23 02:30:00 AM,15.7794,50.995,,,,
50,12/16/23 02:45:00 AM,15.7779,50.995,,,,
51,12/16/23 03:00:00 AM,15.7750,50.995,,,,
52,12/16/23 03:15:00 AM,15.7765,50.995,,,,
53,12/16/23 03:30:00 AM,15.7737,50.995,,,,
54,12/16/23 03:45:00 AM,15.7708,50.995,,,,
55,12/16/23 04:00:00 AM,15.7679,50.995,,,,
56,12/16/23 04:15:00 AM,15.7679,50.995,,,,
